StayDate,ProductID,InventoryType,Quantity,AvgPrice,GrossRevenue,Cost,Profit
9/21/23,7525,SHOW,355,139.9539,48955.8,38039.58,10916.22
9/21/23,5727,SHOW,71,67.9168,4866.28,3240.85,1625.43
9/21/23,2292,SHOW,44,91.7722,4036.12,2781.08,1255.04
9/21/23,600,SHOW,752,129.3927,95107.82,69661.58,25446.24
9/21/23,7621,SHOW,158,38.5923,5418,3796.9,1621.1
9/21/23,743,HOTEL,9,213.3489,2024.99,1563,258.8
9/21/23,4153,SHOW,50,76.312,3660.3,2406.75,1253.55
9/21/23,28,SHOW,21,41.3016,846.53,561.59,284.94
9/21/23,7434,SHOW,51,125.295,5999.92,4276.92,1723
9/21/23,3480,SHOW,38,53.2414,2089.44,1371.51,717.93
9/21/23,81,SHOW,293,89.4113,26317.37,19928.28,6389.09
9/21/23,3578,SHOW,109,57.4231,6081.74,3883.93,2197.81
9/21/23,7853,SHOW,204,105.7765,21335.76,14711.55,6624.21
9/21/23,4369,HOTEL,56,132.0608,8909.37,6700.12,1312.8
9/21/23,2032,HOTEL,5,141.5291,722.8,556.5,93.95
9/21/23,7448,SHOW,145,44.6112,6211.89,4348.95,1862.94
9/21/23,773,HOTEL,43,164.0731,6813.44,5075.57,1058.73
9/21/23,7249,SHOW,155,95.7886,14248.43,10243.26,4005.17
9/21/23,7658,SHOW,585,109.4582,58447.62,40992.91,17454.71
9/21/23,7988,SHOW,37,76.8687,2830.65,1899.77,930.88
9/21/23,720,HOTEL,4,117.7725,471.09,362.71,61.23
9/21/23,6995,SHOW,9,45.84,405.26,248.25,157.01
9/21/23,778,HOTEL,149,222.6578,34507.55,25500.03,5595.52
9/21/23,7750,SHOW,4,64.05,256.2,161.68,94.52
9/21/23,816,HOTEL,53,310.7604,18746.88,14460.28,2351.79
9/21/23,7774,SHOW,107,72.9652,7861.3,5584.12,2277.18
9/21/23,7765,HOTEL,8,265.54,2685,2124.7,276.02
9/21/23,7754,SHOW,28,56.045,1645.51,1058.38,587.13
9/21/23,784,HOTEL,4,91.735,414.81,312.03,62.22
9/21/23,1729,HOTEL,35,425.2122,14368.21,11178.79,1693.67
9/21/23,7697,SHOW,85,77.8342,6709.75,4509.37,2200.38
9/21/23,7784,SHOW,37,116.3076,4195.8,2928,1267.8
9/21/23,5894,SHOW,13,71.9433,938.84,603.68,335.16
9/21/23,704,HOTEL,35,119.489,6580.92,4986.48,927.22
9/21/23,1699,HOTEL,7,340.5421,2336.2,1792.64,303.7
9/21/23,1906,SHOW,233,95.5013,21051.22,16049.79,5001.43
9/21/23,4213,HOTEL,6,254.82,1768.71,1354.9,232.53
9/21/23,5942,SHOW,30,72.6175,2098.6,1370,728.6
9/21/23,627,SHOW,40,57.904,2266.59,1490.9,775.69
9/21/23,7875,SHOW,10,55.06,515,324.46,190.54
9/21/23,7732,HOTEL,1,171.84,171.84,132.3,22.34
9/21/23,783,HOTEL,20,234.952,5489.63,4212.37,713.65
9/21/23,774,HOTEL,77,165.4354,12319.17,9460.44,1592.95
9/21/23,8054,SHOW,10,31.74,317.4,192.4,125
9/21/23,7772,SHOW,113,99.9865,11108.53,8106.14,3002.39
9/21/23,726,HOTEL,50,89.4576,4863,3719.99,645.3
9/21/23,792,HOTEL,128,105.1236,15168.15,11600.87,2015
9/21/23,891,HOTEL,3,588.02,1764.06,1353.63,229.32
9/21/23,814,HOTEL,4,182.385,729.54,559.8,94.84
9/21/23,2669,SHOW,147,210.568,30713.64,22674.58,8039.06
9/21/23,2685,SHOW,15,142.6383,2134.6,1551.44,583.16
9/21/23,4078,SHOW,23,46.2544,1088.29,689.65,398.64
9/21/23,7787,SHOW,95,99.0633,9281.83,6754.88,2526.95
9/21/23,776,HOTEL,10,245.0041,2389.54,1840.14,303.19
9/21/23,709,HOTEL,4,103.8825,415.53,326.04,48.73
9/21/23,7741,HOTEL,8,261.036,2065,1627.32,219.95
9/21/23,7959,SHOW,26,120.5581,3010.56,2261.86,748.7
9/21/23,7810,SHOW,18,28.2066,500.8,352.04,148.76
9/21/23,7783,SHOW,145,90.2842,12823.37,9521.33,3302.04
9/21/23,7286,SHOW,44,82.4518,3492.86,2529.53,963.33
9/21/23,7953,SHOW,2,52.1,104.2,64.18,40.02
9/21/23,1815,SHOW,34,98.5445,3468.66,2535.76,932.9
9/21/23,710,HOTEL,3,139.4267,418.28,297.44,83.66
9/21/23,7911,SHOW,6,74.9866,449.92,315.26,134.66
9/21/23,1109,HOTEL,1,104.23,104.23,79.98,13.55
9/21/23,7767,SHOW,90,85.2255,7590.53,5413.14,2177.39
9/21/23,3053,SHOW,19,47.88,942.41,599.45,342.96
9/21/23,7586,SHOW,31,139.7078,4452.75,3187.39,1265.36
9/21/23,135,SHOW,31,49.8409,1518.03,1044.81,473.22
9/21/23,6996,SHOW,41,95.8593,3786.01,2813.11,972.9
9/21/23,8030,SHOW,6,73.675,447.44,319.38,128.06
9/21/23,800,HOTEL,13,206.4583,2835.85,2185.92,357.46
9/21/23,716,HOTEL,3,152.1567,456.47,313,104.33
9/21/23,722,HOTEL,86,185.4848,24534.53,18384.16,3690.67
9/21/23,799,HOTEL,1,79.47,79.47,61.19,10.33
9/21/23,1051,HOTEL,16,418.5609,7942.92,6111.73,1013.43
9/21/23,118,SHOW,52,72.5938,3189.78,2080.6,1109.18
9/21/23,3802,SHOW,31,44.621,1325.12,839.29,485.83
9/21/23,2414,HOTEL,18,378.5095,7813.43,6020.72,987.12
9/21/23,785,HOTEL,3,102.425,354.16,270.78,47.15
9/21/23,8025,SHOW,2,39.8,79.6,48.26,31.34
9/21/23,715,HOTEL,26,422.2954,11480.6,8824.69,1475.14
9/21/23,4300,HOTEL,39,137.6789,6005.31,4618.29,769.07
9/21/23,1787,SHOW,61,85.3352,5089.92,3775.55,1314.37
9/21/23,2088,SHOW,8,34.89,279.12,164.8,114.32
9/21/23,93,SHOW,241,93.516,22187.88,16853.87,5334.01
9/21/23,1878,SHOW,74,60.895,4307.14,2781.98,1525.16
9/21/23,7773,SHOW,37,72.2008,2864.23,2050.45,813.78
9/21/23,7389,SHOW,124,77.3525,9409.99,6952.32,2457.67
9/21/23,790,HOTEL,3,439.72,1319.16,957.27,237.45
9/21/23,756,HOTEL,17,116.7981,2410.03,1812.03,355.55
9/21/23,1555,HOTEL,6,523.87,3179.22,2401.3,456.64
9/21/23,737,HOTEL,80,128.5572,11632.61,8960.13,1473.62
9/21/23,926,SHOW,95,111.97,9921.12,7467.45,2453.67
9/21/23,742,HOTEL,86,172.2215,16785.12,12709.7,2374.91
9/21/23,7688,SHOW,93,71.6079,6564.23,4217.05,2347.18
9/21/23,3122,SHOW,558,167.4948,91629.34,71994.05,19635.29
9/21/23,4116,SHOW,22,73.36,1641.02,1098.9,542.12
9/21/23,599,SHOW,532,226.0145,119277.41,98408.86,20868.55
9/21/23,787,HOTEL,45,226.1557,10668.47,8128.15,1452.79
9/21/23,7657,SHOW,125,134.7219,15664.26,11840.74,3823.52
9/21/23,804,HOTEL,44,94.4902,5592.1,4065.59,982.49
9/21/23,92,SHOW,15,120.59,1802.26,1362.92,439.34
9/21/23,741,HOTEL,14,221.2658,3625.22,2706.2,594.22
9/21/23,788,HOTEL,3,210.3033,630.91,484.12,82.02
9/21/23,7757,HOTEL,7,165.6925,1245.79,955.95,161.94
9/21/23,713,HOTEL,78,68.1956,7627.12,5793.35,1058.59
9/21/23,748,HOTEL,40,234.7976,9738.86,7410.1,1365.41
9/21/23,731,HOTEL,3,255,765,607.24,76.51
9/21/23,813,HOTEL,50,223.6677,11269.64,8565.48,1558.12
9/22/23,6995,SHOW,26,50.0983,1180.89,723.6,457.29
9/22/23,7419,SHOW,38,95.9512,3483.86,2304.61,1179.25
9/22/23,7448,SHOW,194,44.9502,7937.67,5552.93,2384.74
9/22/23,792,HOTEL,157,173.879,26316.14,20108.26,3517.34
9/22/23,7767,SHOW,83,84.45,7055.11,5046.26,2008.85
9/22/23,7389,SHOW,101,80.824,8074.79,5927.8,2146.99
9/22/23,1787,SHOW,89,85.1952,7517,5600.98,1916.02
9/22/23,7658,SHOW,552,104.0496,54943.03,38573.29,16369.74
9/22/23,5942,SHOW,31,63.6483,1996.81,1289,707.81
9/22/23,7853,SHOW,262,105.2938,26888.51,18513.98,8374.53
9/22/23,800,HOTEL,10,373.3037,3600.95,2763.12,468.13
9/22/23,7865,SHOW,6,66.3233,411.95,262.73,149.22
9/22/23,704,HOTEL,5,319.29,1689.86,1275.85,243.31
9/22/23,7732,HOTEL,1,308.22,308.22,237.3,40.07
9/22/23,785,HOTEL,11,215.095,2426.24,1861.73,315.4
9/22/23,7844,SHOW,2,29.07,58.14,35.26,22.88
9/22/23,140,SHOW,807,114.9306,89855.27,65843.78,24011.49
9/22/23,720,HOTEL,8,135.65,1066.97,821.49,138.69
9/22/23,130,SHOW,441,128.4162,57244.74,43893.96,13350.78
9/22/23,778,HOTEL,119,268.3602,30100.8,22313.46,4801.83
9/22/23,783,HOTEL,32,332.3761,10436.61,8008.35,1356.75
9/22/23,748,HOTEL,22,343.505,8147.47,6137.98,1211.54
9/22/23,602,SHOW,1,72.52,72.52,47.55,24.97
9/22/23,81,SHOW,221,90.657,19938.38,15139.55,4798.83
9/22/23,926,SHOW,70,110.2285,7144.48,5367.46,1777.02
9/22/23,786,HOTEL,12,189.4122,2267.87,1747.16,286.98
9/22/23,891,HOTEL,14,625.9115,8378.19,6353.74,1174.32
9/22/23,7479,SHOW,4,50.76,203.04,125.08,77.96
9/22/23,4116,SHOW,25,71.87,1706.12,1116.75,589.37
9/22/23,716,HOTEL,8,184.505,1476.04,984,369
9/22/23,7469,HOTEL,2,269.745,539.49,428.23,53.96
9/22/23,731,HOTEL,1,191.79,191.79,152.24,19.18
9/22/23,743,HOTEL,2,268.86,537.72,414,69.9
9/22/23,2856,HOTEL,2,208.655,417.31,331.25,41.74
9/22/23,7784,SHOW,70,109.7437,7844.4,5472,2372.4
9/22/23,4153,SHOW,37,76.0062,2811.4,1867.52,943.88
9/22/23,3480,SHOW,73,60.1868,4680.54,3112.05,1568.49
9/22/23,773,HOTEL,48,167.8267,7738.39,5685.52,1292.07
9/22/23,1555,HOTEL,2,788.425,1576.85,1209.97,204.99
9/22/23,788,HOTEL,14,278.7258,4051.38,2888.9,775.93
9/22/23,7828,HOTEL,4,617.78,2471.12,1896.16,321.25
9/22/23,4213,HOTEL,4,307.045,1228.18,957.1,143.02
9/22/23,7741,HOTEL,4,471.85,2085.06,1655.1,208.5
9/22/23,777,HOTEL,40,310.178,11931.49,9161.13,1544.57
9/22/23,7924,SHOW,4,44.45,177.8,112,65.8
9/22/23,7434,SHOW,28,137.3337,3404.1,2417.4,986.7
9/22/23,7754,SHOW,28,65.03,1715.88,1119.38,596.5
9/22/23,4300,HOTEL,90,216.644,18260.7,13686.43,2743.03
9/22/23,726,HOTEL,106,150.4697,15375.15,11672.25,2141.17
9/22/23,737,HOTEL,83,217.4776,16882.84,12971.5,2175.76
9/22/23,4097,HOTEL,3,396.2567,1188.77,841.6,237.75
9/22/23,2414,HOTEL,10,631.526,6326.6,4854.6,822.45
9/22/23,722,HOTEL,23,440.4533,9724.69,7443.25,1285.54
9/22/23,7657,SHOW,193,124.2389,22529.62,16991.39,5538.23
9/22/23,1906,SHOW,318,95.5985,28321.79,21416.43,6905.36
9/22/23,599,SHOW,486,221.7161,108988.68,89916.81,19071.87
9/22/23,594,SHOW,30,131.54,3846.6,2640.36,1206.24
9/22/23,7602,SHOW,32,66.4666,2095.96,1513.08,582.88
9/22/23,798,HOTEL,6,158.7637,985.35,741.2,147.81
9/22/23,7697,SHOW,56,81.2795,4559.01,3077.11,1481.9
9/22/23,7249,SHOW,83,132.2376,10787.05,7849.71,2937.34
9/22/23,816,HOTEL,21,551.705,11295.97,8703.93,1427.43
9/22/23,787,HOTEL,20,341.127,7215.87,5458.2,1027.36
9/22/23,3053,SHOW,39,50.1507,1972.16,1282.45,689.71
9/22/23,93,SHOW,256,90.6441,22784.85,17307.12,5477.73
9/22/23,7836,SHOW,6,40.8733,245.24,148.7,96.54
9/22/23,7950,SHOW,3,272.46,817.38,615.6,201.78
9/22/23,745,HOTEL,3,364.2367,1092.71,821.95,163.91
9/22/23,2669,SHOW,197,229.7196,45687.97,33720.85,11967.12
9/22/23,7525,SHOW,378,143.9356,50755.2,39320.49,11434.71
9/22/23,7773,SHOW,40,76.52,3067.58,2197.34,870.24
9/22/23,1699,HOTEL,7,372.0355,2579.6,1990.84,322.39
9/22/23,779,HOTEL,2,311.795,623.59,478.5,81.07
9/22/23,2088,SHOW,6,40.9733,245.84,146.16,99.68
9/22/23,7937,SHOW,458,147.2078,63601.07,48314.66,15286.41
9/22/23,742,HOTEL,72,278.3475,20183.14,15416.45,2703.96
9/22/23,7835,SHOW,296,117.1506,33843.03,26461.76,7381.27
9/22/23,7757,HOTEL,11,414.7839,4277.85,3395.7,427.78
9/22/23,7688,SHOW,92,69.99,6428.84,4120.88,2307.96
9/22/23,713,HOTEL,37,255.7613,9626.05,7326.65,1319.12
9/22/23,1815,SHOW,45,100.2542,4475.85,3279.15,1196.7
9/22/23,7787,SHOW,126,98.8733,12190.6,8908.08,3282.52
9/22/23,600,SHOW,648,127.5103,82552.58,60459.5,22093.08
9/22/23,2032,HOTEL,8,172.065,1376.52,998.9,247.78
9/22/23,715,HOTEL,26,482.6945,12297.57,9461.01,1570.67
9/22/23,8034,SHOW,2,93.065,186.13,142.02,44.11
9/22/23,7988,SHOW,35,76.4863,2610.4,1744.79,865.61
9/22/23,2292,SHOW,61,86.885,5308.92,3634.65,1674.27
9/22/23,1729,HOTEL,38,403.5346,15672.06,12077.52,1978.57
9/22/23,118,SHOW,61,69.0618,4333.88,2880.55,1453.33
9/22/23,4078,SHOW,29,52.795,1541.74,978.95,562.79
9/22/23,627,SHOW,41,71.4391,3002.28,2012.3,989.98
9/22/23,5727,SHOW,40,66.48,2649.66,1749.2,900.46
9/22/23,741,HOTEL,6,218.3816,1310.29,1017.8,170.33
9/22/23,8054,SHOW,4,42.815,171.26,103.82,67.44
9/22/23,799,HOTEL,13,138.6308,1940.08,1445.75,306.39
9/22/23,776,HOTEL,52,225.7031,13495.24,10355.97,1753.69
9/22/23,135,SHOW,25,52.6427,1288.82,887.06,401.76
9/22/23,1138,SHOW,67,44.2928,2742.2,1760,982.2
9/22/23,1878,SHOW,113,60.2857,6883.15,4469.63,2413.52
9/22/23,7774,SHOW,116,71.892,8372.89,5914.65,2458.24
9/22/23,807,HOTEL,6,168.7975,940.99,713.94,127.1
9/22/23,804,HOTEL,47,173.6076,7833.29,5768.49,1293.02
9/22/23,2685,SHOW,44,136.0293,5899.16,4284.84,1614.32
9/22/23,6942,SHOW,19,66.884,1294.38,829.24,465.14
9/22/23,7855,SHOW,671,166.8527,106456.54,84219.51,22237.03
9/22/23,8037,SHOW,10,63.0533,613.08,403.1,209.98
9/22/23,92,SHOW,43,118.51,5168.05,3906.91,1261.14
9/22/23,6996,SHOW,31,90.2977,2866.7,2118.86,747.84
9/22/23,8061,SHOW,18,123.215,2170.76,1513.02,657.74
9/22/23,7586,SHOW,38,142.8352,5320.93,3797.07,1523.86
9/22/23,756,HOTEL,9,303.62,2583.76,1937.02,387.57
9/22/23,4369,HOTEL,38,215.0482,7916.2,6035.25,1073.45
9/22/23,7772,SHOW,95,113.943,10808.88,7907.17,2901.71
9/22/23,3578,SHOW,125,58.0481,7125.19,4564.63,2560.56
9/22/23,5940,SHOW,121,108.1414,12855.77,9688.5,3167.27
9/22/23,3802,SHOW,23,52.1633,1114.6,716.41,398.19
9/22/23,746,HOTEL,4,161.7675,647.07,493.85,87.15
9/22/23,813,HOTEL,110,268.3254,28920.7,22006.41,3969.76
9/22/23,7621,SHOW,148,40.3946,5078.54,3588.75,1489.79
9/22/23,710,HOTEL,3,148.6825,440.83,334.58,64.42
9/22/23,3122,SHOW,508,174.6202,86329.44,67725.6,18603.84
9/22/23,774,HOTEL,43,228.0834,10168.56,7814.11,1308.92
9/22/23,8025,SHOW,3,39.8,119.4,72.39,47.01
9/22/23,3807,SHOW,9,19.04,171.36,103.86,67.5
9/22/23,814,HOTEL,5,266.8341,1307.78,1003.5,170.01
9/22/23,7783,SHOW,136,92.9918,12743.51,9485.04,3258.47
9/22/23,8027,SHOW,7,72.96,501.2,323.4,177.8
9/22/23,7765,HOTEL,11,531.8805,5841.36,4636.8,584.13
9/23/23,7875,SHOW,6,37.26,223.56,135.66,87.9
9/23/23,7419,SHOW,35,87.3375,2985.34,1951.95,1033.39
9/23/23,7767,SHOW,87,82.7553,7180.49,5114.52,2065.97
9/23/23,8062,SHOW,45,92.4628,4168.81,3063.05,1105.76
9/23/23,1906,SHOW,420,95.0712,36841.2,27869.85,8971.35
9/23/23,814,HOTEL,9,299.1866,2694.15,2067.3,350.23
9/23/23,5942,SHOW,59,62.103,3475.26,2213,1262.26
9/23/23,3053,SHOW,87,51.2386,4411.81,2804.85,1606.96
9/23/23,130,SHOW,568,130.3968,74886.28,57681.69,17204.59
9/23/23,786,HOTEL,2,172.91,345.82,265.36,44.96
9/23/23,7249,SHOW,121,115.3851,13666.97,9894.76,3772.21
9/23/23,5940,SHOW,153,101.7175,15129.64,11356.5,3773.14
9/23/23,600,SHOW,815,130.3727,104012.19,76112.68,27899.51
9/23/23,7757,HOTEL,11,346.375,3716.59,2950.2,371.67
9/23/23,726,HOTEL,77,154.833,10969.11,8295.67,1563.49
9/23/23,4343,HOTEL,1,198.19,198.19,157.32,19.82
9/23/23,7750,SHOW,2,64.05,128.1,80.84,47.26
9/23/23,7787,SHOW,136,96.7875,13002.92,9421.67,3581.25
9/23/23,722,HOTEL,11,493.6983,5172.24,3968.81,672.4
9/23/23,92,SHOW,71,119.9292,8491.94,6414.12,2077.82
9/23/23,7754,SHOW,8,59.145,451.34,288.68,162.66
9/23/23,7657,SHOW,167,121.4011,19643.94,14837.24,4806.7
9/23/23,6995,SHOW,22,40.9733,968.33,592.68,375.65
9/23/23,8044,SHOW,17,91.9733,1484.38,1110.57,373.81
9/23/23,8086,SHOW,4,71.98,287.92,181.72,106.2
9/23/23,7836,SHOW,2,30.8,61.6,37.34,24.26
9/23/23,783,HOTEL,8,343.9953,2366.25,1815.69,307.62
9/23/23,792,HOTEL,115,171.9734,17490.49,13330.6,2376.23
9/23/23,7688,SHOW,99,70.9246,7050.97,4538.93,2512.04
9/23/23,807,HOTEL,6,194.1587,1200.1,915.86,156.02
9/23/23,6942,SHOW,2,59.94,119.88,75.92,43.96
9/23/23,4025,HOTEL,2,189.275,378.55,335,0
9/23/23,423,SHOW,45,139.778,6095.03,4659.31,1435.72
9/23/23,7853,SHOW,305,106.6998,31458.82,21659.81,9799.01
9/23/23,54,SHOW,674,141.9294,91462.58,71777.5,19685.08
9/23/23,7997,SHOW,2,72.81,145.62,91.9,53.72
9/23/23,7586,SHOW,69,168.5947,11325.79,8129.6,3196.19
9/23/23,7434,SHOW,54,142.3233,7446.28,5307.73,2138.55
9/23/23,3802,SHOW,26,57.4911,1453.08,938.94,514.14
9/23/23,1549,HOTEL,1,211.54,211.54,159.12,31.73
9/23/23,28,SHOW,9,39.3133,327.05,216.19,110.86
9/23/23,737,HOTEL,28,202.1225,5499.52,4223.9,710.46
9/23/23,7774,SHOW,113,72.93,8237.61,5845.12,2392.49
9/23/23,778,HOTEL,85,238.7596,19347.23,14142.85,3312.07
9/23/23,7937,SHOW,514,143.3,69304.82,53113.66,16191.16
9/23/23,773,HOTEL,55,147.2244,7404.94,5496.65,1172.82
9/23/23,926,SHOW,52,111.68,5032.32,3767.88,1264.44
9/23/23,1699,HOTEL,2,440.765,881.53,676.43,114.6
9/23/23,7950,SHOW,2,272.46,544.92,410.4,134.52
9/23/23,818,HOTEL,2,350.345,700.69,618,0
9/23/23,7810,SHOW,16,32.72,490.02,343.79,146.23
9/23/23,7479,SHOW,2,58.03,116.06,71.48,44.58
9/23/23,1138,SHOW,81,46.525,3374.2,2168,1206.2
9/23/23,816,HOTEL,14,374.7285,5228.06,4011.62,679.68
9/23/23,743,HOTEL,6,220.155,1340.42,1032,174.26
9/23/23,806,HOTEL,3,61.47,184.41,138.72,27.66
9/23/23,7448,SHOW,200,44.3115,8287.32,5800.2,2487.12
9/23/23,7621,SHOW,187,34.0165,6307.78,4455.1,1852.68
9/23/23,2669,SHOW,210,229.159,47785.11,35270.3,12514.81
9/23/23,4153,SHOW,31,74.3081,2233.58,1466.01,767.57
9/23/23,7988,SHOW,29,77.1721,2214.24,1490.97,723.27
9/23/23,8061,SHOW,10,151.092,1431.94,998.49,433.45
9/23/23,594,SHOW,22,127.14,2836.38,1947.15,889.23
9/23/23,731,HOTEL,1,320.44,320.44,254.37,32.04
9/23/23,891,HOTEL,2,414.74,829.48,621.86,124.42
9/23/23,7602,SHOW,61,60.9243,3609.03,2575.45,1033.58
9/23/23,715,HOTEL,17,423.4763,7115.76,5491.8,889.14
9/23/23,777,HOTEL,69,274.9341,18191.47,13992.05,2327.26
9/23/23,787,HOTEL,6,293.6655,1667.51,1261.4,237.32
9/23/23,7389,SHOW,175,80.6056,13324.55,9700.17,3624.38
9/23/23,93,SHOW,337,95.012,30956.99,23453.36,7503.63
9/23/23,7958,SHOW,6,48.41,290.46,176.1,114.36
9/23/23,8018,SHOW,31,67.869,2077.52,1492.48,585.04
9/23/23,2088,SHOW,34,45.0288,1533.01,914.72,618.29
9/23/23,7835,SHOW,315,123.932,36409.82,28446.83,7962.99
9/23/23,742,HOTEL,32,256.2263,7101.64,5386.53,994.39
9/23/23,804,HOTEL,34,129.8085,4140.22,3034.39,699.83
9/23/23,748,HOTEL,11,357.4253,3785.1,2891.3,517.92
9/23/23,1729,HOTEL,8,501.8475,4014.78,3080.67,521.92
9/23/23,799,HOTEL,1,210.19,210.19,161.83,27.32
9/23/23,7073,SHOW,104,80.7784,7863.64,5758.62,2105.02
9/23/23,7772,SHOW,113,117.0366,13235.01,9709.76,3525.25
9/23/23,790,HOTEL,7,254.0675,1540.91,1186.34,200.33
9/23/23,710,HOTEL,2,122.48,244.96,174.2,48.99
9/23/23,7505,HOTEL,2,537.42,1074.84,948,0
9/23/23,8027,SHOW,10,64.4575,678.5,432.74,245.76
9/23/23,1815,SHOW,37,106.08,3655.93,2673.48,982.45
9/23/23,7783,SHOW,82,97.4967,8272.32,6186.6,2085.72
9/23/23,7784,SHOW,111,116.9196,12805.65,8934,3871.65
9/23/23,118,SHOW,59,67.3187,3968.13,2621.45,1346.68
9/23/23,7924,SHOW,2,36.83,73.66,46.4,27.26
9/23/23,1878,SHOW,135,59.9367,8059.77,5203.25,2856.52
9/23/23,602,SHOW,4,72.52,290.08,190.2,99.88
9/23/23,7732,HOTEL,2,471.71,943.42,684.6,169.82
9/23/23,6996,SHOW,30,96.18,2930.21,2181,749.21
9/23/23,756,HOTEL,3,87.3567,262.07,196.47,39.31
9/23/23,798,HOTEL,2,179.035,358.07,269.35,53.7
9/23/23,720,HOTEL,11,160.394,1649.23,1262.38,222.76
9/23/23,4116,SHOW,89,75.58,6668.32,4447.95,2220.37
9/23/23,627,SHOW,44,68.4184,3015.03,2009.3,1005.73
9/23/23,785,HOTEL,6,154.9325,918.69,678.58,149.32
9/23/23,8025,SHOW,9,39.7,361.42,219.13,142.29
9/23/23,776,HOTEL,16,425.4438,6444.5,5153.88,601.04
9/23/23,813,HOTEL,18,259.5483,4114.32,3084.54,617.08
9/23/23,800,HOTEL,12,295.24,3362.84,2580.42,437.18
9/23/23,7855,SHOW,622,193.4699,112771.25,89717.17,23054.08
9/23/23,704,HOTEL,21,260.9967,5123.22,3870.07,735.32
9/23/23,2032,HOTEL,3,130.46,391.38,305.9,45.71
9/23/23,7286,SHOW,47,75.695,3474.16,2503.62,970.54
9/23/23,1109,HOTEL,2,164.835,329.67,252.96,42.86
9/23/23,779,HOTEL,5,357.2887,1903.65,1460.73,247.48
9/23/23,2685,SHOW,23,126.3662,2900.3,2100.72,799.58
9/23/23,7741,HOTEL,8,317.1108,2076.12,1634.24,223.21
9/23/23,135,SHOW,46,48.84,2249.28,1538.52,710.76
9/23/23,729,HOTEL,5,231.0625,1162.3,922.61,116.25
9/23/23,7697,SHOW,119,75.9963,9031.76,6045.54,2986.22
9/23/23,3578,SHOW,150,56.4735,8447.86,5402.28,3045.58
9/23/23,7959,SHOW,49,111.2466,4571.54,3421.26,1150.28
9/23/23,4369,HOTEL,34,211.6233,6320.32,4777.23,903.95
9/23/23,713,HOTEL,8,290.558,2135.66,1633.7,283.37
9/23/23,751,HOTEL,4,206.275,802.83,612.68,104.37
9/23/23,1890,SHOW,132,69.7686,9091.77,6122,2969.77
9/23/23,3480,SHOW,106,60.1552,6789.71,4497.82,2291.89
9/23/23,7865,SHOW,21,60.03,1093.95,676.05,417.9
9/23/23,1787,SHOW,86,82.2616,7052.26,5223.56,1828.7
9/23/23,3122,SHOW,629,170.9229,101547.06,79794.6,21752.46
9/23/23,140,SHOW,736,111.0435,76853.34,56510.7,20342.64
9/23/23,788,HOTEL,8,163.1066,1077.6,826.87,140.08
9/23/23,8054,SHOW,2,31.74,63.48,38.48,25
9/23/23,7525,SHOW,496,142.3818,67709.78,52533.17,15176.61
9/23/23,5727,SHOW,33,70.0736,2370.98,1593.95,777.03
9/23/23,81,SHOW,327,90.1839,29627.46,22518.75,7108.71
9/23/23,8037,SHOW,14,64.3166,800.8,520.94,279.86
9/23/23,7658,SHOW,545,104.7339,54575.7,38373.19,16202.51
9/23/23,4078,SHOW,26,50.2242,1271.58,805.1,466.48
9/23/23,4300,HOTEL,34,181.2234,5876.36,4461.96,817.39
9/23/23,3807,SHOW,9,19.04,171.36,103.86,67.5
9/23/23,599,SHOW,570,231.9477,131348.85,108776.51,22572.34
9/23/23,774,HOTEL,27,254.5203,6956.41,5343.74,897.7
9/23/23,2292,SHOW,52,91.03,4670.28,3197.18,1473.1
9/23/23,7765,HOTEL,8,373.5433,3079.89,2444.8,307.99
9/24/23,926,SHOW,68,108.3771,6484.88,4849.91,1634.97
9/24/23,7621,SHOW,88,37.57,3103.24,2184.56,918.68
9/24/23,798,HOTEL,1,68.34,68.34,51.41,10.25
9/24/23,7915,SHOW,50,63.5442,3162.07,2299.69,862.38
9/24/23,7835,SHOW,176,115.0733,19079.41,14875.45,4203.96
9/24/23,773,HOTEL,26,64.0469,1692.12,1258.14,265.65
9/24/23,7937,SHOW,208,148.0473,30002.03,22864.85,7137.18
9/24/23,599,SHOW,497,224.4026,113653.26,93658.78,19994.48
9/24/23,93,SHOW,225,95.9874,20261.32,15374.25,4887.07
9/24/23,737,HOTEL,89,82.6934,7018.54,5395.43,901.13
9/24/23,7911,SHOW,19,60.3371,1154.28,775.24,379.04
9/24/23,709,HOTEL,1,54.9,54.9,39.04,10.98
9/24/23,7249,SHOW,163,105.9675,16592.29,11962.98,4629.31
9/24/23,7434,SHOW,36,146.7066,5181.43,3712.56,1468.87
9/24/23,804,HOTEL,84,45.9062,3297.43,2461.8,506.31
9/24/23,8044,SHOW,30,88.1922,2380.66,1759.66,621
9/24/23,4369,HOTEL,44,106.7786,4089.68,3529.98,87.45
9/24/23,7836,SHOW,4,38.355,153.42,93.02,60.4
9/24/23,3036,SHOW,6,49.3733,296.24,187.7,108.54
9/24/23,777,HOTEL,121,86.5727,10048.48,7717.95,1298.02
9/24/23,2669,SHOW,158,197.4604,31667.36,23381.24,8286.12
9/24/23,3481,SHOW,8,49.0866,369.84,235.16,134.68
9/24/23,7754,SHOW,11,63.172,686.64,442.31,244.33
9/24/23,713,HOTEL,39,83.1646,3147.33,2409.05,415.94
9/24/23,7795,SHOW,127,66.6732,8470.52,6073.81,2396.71
